time	d
1.2400067001384873E+002	1.2753471999999999E+000
1.2404216485686207E+002	1.2788253999999999E+000
1.2408363389154735E+002	1.2825632000000000E+000
1.2412507756151881E+002	1.2865135999999999E+000
1.2416649637310606E+002	1.2906290000000000E+000
1.2420789089464914E+002	1.2948626000000001E+000
1.2424926175555296E+002	1.2991706000000001E+000
1.2429060964447316E+002	1.3035072000000001E+000
1.2433193530656685E+002	1.3078251999999999E+000
1.2437323954019934E+002	1.3120773999999999E+000
1.2441452319303119E+002	1.3162166000000000E+000
1.2445578715835403E+002	1.3201946000000000E+000
1.2449703237199917E+002	1.3239635999999999E+000
1.2453825980963418E+002	1.3274763999999999E+000
1.2457947048418049E+002	1.3306912000000000E+000
1.2462066544376407E+002	1.3335694000000000E+000
1.2466184577012240E+002	1.3360794000000000E+000
1.2470301257715980E+002	1.3381976000000000E+000
1.2474416700933091E+002	1.3399080000000001E+000
1.2478531023951956E+002	1.3412018000000001E+000
1.2482644346634692E+002	1.3420780000000001E+000
1.2486756791114534E+002	1.3425435999999999E+000
1.2490868481416211E+002	1.3426094000000000E+000
1.2494979543024337E+002	1.3422887999999999E+000
1.2499090102490017E+002	1.3415964000000000E+000
1.2503200286959962E+002	1.3405457999999999E+000
1.2507310223694776E+002	1.3391492000000000E+000
1.2511420039691365E+002	1.3374174000000001E+000
1.2515529861382544E+002	1.3353602000000000E+000
1.2519639814385643E+002	1.3329869999999999E+000
1.2523750023373543E+002	1.3303077999999999E+000
1.2527860612009327E+002	1.3273353999999999E+000
1.2531971702919296E+002	1.3240866000000000E+000
1.2536083417699854E+002	1.3205840000000000E+000
1.2540195876924756E+002	1.3168580000000001E+000
1.2544309200136836E+002	1.3129454000000000E+000
1.2548423505765335E+002	1.3088880000000001E+000
1.2552538910997947E+002	1.3047328000000000E+000
1.2556655531614302E+002	1.3005291999999999E+000
1.2560773481695307E+002	1.2963290000000001E+000
1.2564892873263682E+002	1.2921826000000001E+000
1.2569013815914826E+002	1.2881388000000000E+000
1.2573136416433728E+002	1.2842458000000001E+000
1.2577260778412925E+002	1.2805493999999999E+000
1.2581387001868457E+002	1.2770910000000000E+000
1.2585515182917777E+002	1.2739068000000000E+000
1.2589645413514391E+002	1.2710277999999999E+000
1.2593777781159478E+002	1.2684797999999999E+000
1.2597912368652251E+002	1.2662846000000001E+000
1.2602049253918166E+002	1.2644603999999999E+000
1.2606188509823811E+002	1.2630238000000000E+000
1.2610330204017805E+002	1.2619874000000000E+000
1.2614474398794127E+002	1.2613634000000000E+000
1.2618621150906969E+002	1.2611627999999999E+000
1.2622770511319278E+002	1.2613964000000000E+000
1.2626922524992239E+002	1.2620738000000000E+000
1.2631077213236372E+002	1.2631996000000001E+000
1.2635234567436686E+002	1.2647708000000000E+000
1.2639393939542140E+002	1.2667766000000000E+000
1.2643551294953336E+002	1.2691962000000001E+000
1.2647705973382136E+002	1.2720001999999999E+000
1.2651857999777218E+002	1.2751536000000001E+000
1.2656007405527779E+002	1.2786150000000001E+000
1.2660154228418013E+002	1.2823382000000001E+000
1.2664298512564616E+002	1.2862762000000001E+000
1.2668440308354261E+002	1.2903814000000000E+000
1.2672579672369567E+002	1.2946070000000001E+000
1.2676716667299070E+002	1.2989090000000001E+000
1.2680851361759430E+002	1.3032417999999999E+000
1.2684983830026803E+002	1.3075580000000000E+000
1.2689114151711759E+002	1.3118103999999999E+000
1.2693242411370657E+002	1.3159521999999999E+000
1.2697368698137987E+002	1.3199352000000000E+000
1.2701493105415906E+002	1.3237114000000001E+000
1.2705615730599355E+002	1.3272337999999999E+000
1.2709736674819858E+002	1.3304604000000000E+000
1.2713856042735715E+002	1.3333524000000001E+000
1.2717973942369871E+002	1.3358778000000000E+000
1.2722090484965867E+002	1.3380129999999999E+000
1.2726205784827971E+002	1.3397416000000000E+000
1.2730319959112632E+002	1.3410540000000000E+000
1.2734433127559632E+002	1.3419492000000000E+000
